Sub * SUBJ SUBJ !Ê—“‘Ì!
W * DELM DELM #
W * N N,SING,COM  Ã·Ì·
W * P P «“
W * N N,PL,COM,GEN ﬁÂ—„«‰«‰
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN  ﬂÊ«‰œÊ
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM #
W * N N,SING,GR,GEN ÂÌ√ 
W * N N,SING,COM,GEN  ﬂÊ«‰œÊ
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR  Â—«‰
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ã„⁄Â
W * P P »«
W * N N,SING,COM,GEN »—ê“«—Ì
W * N N,SING,COM,INDF ¬ÌÌ‰Ì
W * P P «“
W * N N,PL,COM,GEN  ﬂÊ«‰œÊﬂ«—«‰
W * ADJ ADJ,SIM,GEN „·Ì ÅÊ‘
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN Ã«„
W * ADJ ADJ,SIM ÃÂ«‰Ì
W * P P »Â
W * N N,SING,COM „œ«·
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,6 Ì«› ‰œ
W * DELM DELM °
W * N N,SING,COM  Ã·Ì·
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN  ﬂÊ«‰œÊ
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM „”«»ﬁÂ Â«
W * CON CON ﬂÂ
W * N N,PL,ORD,GEN «Ê«Ì·
W * N N,SING,TIME,GEN „«Â
W * ADJ ADJ,SIM Ã«—Ì
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR,GEN ·ÌÊ‰
W * N N,SING,LOC,PR ›—«‰”Â
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,NUM œÊ
W * N N,SING,COM ÿ·«
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,COM ‰ﬁ—Â
W * ADJ ADJ,CMPR »«·« —
W * P P «“
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR,GEN ﬂ—Â
W * ADJ ADJ,SIM Ã‰Ê»Ì
W * P P »—
W * N N,SING,COM,GEN ”ﬂÊÌ
W * N N,SING,COM ﬁÂ—„«‰Ì
W * V V,PA,SIM,POS,3 «Ì” «œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,PL,COM „—«”„
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,COM —∆Ì”
W * DELM DELM °
W * N N,SING,COM ‰«Ì» —∆Ì”
W * DELM DELM °
W * N N,SING,COM,GEN œ»Ì—
W * N N,SING,COM,GEN ›œ—«”ÌÊ‰
W * N N,SING,COM  ﬂÊ«‰œÊ
W * DELM DELM °
W * N N,PL,COM „—»Ì«‰
W * DELM DELM °
W * N N,PL,COM,GEN „”∆Ê·«‰
W * N N,PL,COM »«‘ê«ÂÂ«
W * DELM DELM °
W * N N,PL,COM ÅÌ‘ﬂ”Ê «‰
W * CON CON Ê
W * N N,PL,COM  ﬂÊ«‰œÊﬂ«—«‰
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,SING,PR,GEN ”⁄Ìœ
W * N N,SING,PR „ÂÌ„‰
W * N N,SING,COM,GEN œ»Ì—
W * N N,SING,GR,GEN ÂÌ√ 
W * N N,SING,COM,GEN  ﬂÊ«‰œÊ
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ê
W * N N,SING,PR,GEN ”⁄Ìœ
W * N N,SING,PR ﬂ›⁄„Ì
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,GR,GEN ÂÌ√ 
W * N N,SING,COM,GEN  ﬂÊ«‰œÊ
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR  Â—«‰
W * N N,SING,COM,INDF ê“«—‘Ì
W * P P «“
W * N N,SING,COM ›⁄«·Ì 
W * CON CON Ê
W * N N,SING,COM,GEN ⁄„·ﬂ—œ
W * DET DET «Ì‰
W * N N,SING,GR,GEN ÂÌ√ 
W * RA RA —«
W * N N,SING,COM «—«∆Â
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON Ê
W * P P «“
W * N N,PL,COM,GEN »—‰«„Â Â«Ì
W * N N,SING,COM ¬Ì‰œÂ
W * N N,SING,COM ”Œ‰
W * V V,PA,SIM,POS,6 ê› ‰œ
W * DELM DELM .
W * P P œ—
W * N N,SING,ORD,GEN Å«Ì«‰
W * DET DET «Ì‰
W * N N,PL,COM „—«”„
W * N N,PL,COM Âœ«Ì«
W * CON CON Ê
W * N N,PL,COM,GEN ·ÊÕÂ«Ì
W * ADJ ADJ,SIM,INDF  ﬁœÌ—Ì
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,GR,GEN ÂÌ√ 
W * N N,SING,COM,GEN  ﬂÊ«‰œÊ
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR  Â—«‰
W * P P »Â
W * N N,SING,PR,GEN ”⁄Ìœ
W * N N,SING,PR „ÂÌ„‰
W * DELM DELM °
W * N N,SING,PR,GEN Â«œÌ
W * N N,SING,PR ”«⁄Ì
W * DELM DELM °
W * N N,SING,PR „Ã »Ì
W * N N,SING,PR ‰Ÿ„ œÂ
W * DELM DELM °
W * N N,SING,PR,GEN „ÃÌœ
W * ADJ ADJ,SIM «„Ì‰
W * N N,SING,PR  —«»Ì
W * DELM DELM °
W * N N,SING,PR,GEN ›—Â«œ
W * N N,SING,PR «’·«‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN «ﬂ»—
W * N N,SING,PR ”·ÿ«‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN „ÃÌœ
W * N N,SING,PR «›·«ﬂÌ
W * CON CON Ê
W * N N,SING,PR,GEN Â«œÌ
W * N N,SING,PR »Ì »«ﬂ
W * N N,SING,COM «Âœ«
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,NUM 5
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ÿ·«
W * P P,GEN »—«Ì
W * N N,PL,COM,GEN ﬁÂ—„«‰«‰
W * N N,SING,COM,GEN œÊÊ„Ìœ«‰Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * ADJ ADJ,SUP ‰Œ” Ì‰
W * N N,SING,TIME —Ê“
W * P P «“
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * ADJ ADJ,SIM,GEN »Ì‰ «·„··Ì
W * N N,SING,COM,GEN œÊÊ„Ìœ«‰Ì
W * N N,SING,LOC,PR,GEN ﬂ—«çÌ
W * N N,SING,LOC,PR Å«ﬂ” «‰
W * DELM DELM °
W * N N,PL,COM,GEN Ê—“‘ﬂ«—«‰
W * N N,SING,LOC,AFF,4 ﬂ‘Ê—„«‰
W * N N,SING,NUM 6
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ÿ·«
W * DELM DELM °
W * N N,SING,COM ‰ﬁ—Â
W * CON CON Ê
W * N N,SING,COM »—‰“
W * P P »Â
W * N N,SING,COM «—„€«‰
W * V V,PA,SIM,POS,6 ¬Ê—œ‰œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM —ﬁ«» 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN Õﬂ„
W * ADJ ADJ,SIM,GEN «‰ Œ«»Ì
W * N N,SING,COM,GEN «·„ÅÌﬂ
W * N N,SING,LOC,PR ”Ìœ‰Ì
W * N N,SING,NUM 2000
W * RA RA —«
W * CON CON ‰Ì“
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * N N,SING,PR —÷«
W * N N,SING,PR „Ê·«ÌÌ
W * P P œ—
W * N N,PL,COM,GEN œÊÂ«Ì
W * N N,SING,NUM 800
W * N N,SING,COM „ —
W * CON CON Ê
W * N N,SING,NUM 400
W * N N,SING,COM,GEN „ —
W * ADJ ADJ,SIM »«„«‰⁄
W * CON CON Ê
W * N N,SING,NUM 1500
W * N N,SING,COM „ —
W * DELM DELM °
W * N N,SING,NUM 3
W * N N,SING,COM,GEN „œ«·
W * N N,SING,COM ÿ·«
W * DELM DELM °
W * N N,SING,PR,GEN ›—Ì»—“
W * N N,SING,PR „·ﬂ
W * P P œ—
W * N N,SING,COM,GEN Å— «»
W * N N,SING,COM œÌ”ﬂ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‰‘«‰
W * N N,SING,COM ÿ·«
W * CON CON Ê
W * N N,SING,PR,GEN »Â“«œ
W * N N,SING,PR ç—ŒÌ«‰
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN ‰‘«‰
W * N N,SING,COM ÿ·«
W * ADV ADV,GENR,SIM „Ã„Ê⁄«
W * N N,SING,NUM 5
W * N N,SING,COM ÿ·«
W * N N,SING,COM  ’«Õ»
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * CON CON Â„ç‰Ì‰
W * N N,SING,PR,GEN ÌÊ”›
