Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,PL,COM,GEN „—«”„
W * N N,SING,COM,GEN ê‘«Ì‘
W * ADJ ADJ,ORD ‘‘„Ì‰
W * N N,SING,COM,GEN œÊ—Â
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * DELM DELM °
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ‘‰»Â
W * DELM DELM °
W * N N,SING,ORD,GEN Â› „
W * N N,SING,MON Œ—œ«œ
W * DELM DELM °
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * P P,GEN ÷„‰
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,SURN œﬂ —
W * N N,SING,PR „Õ„œ⁄·Ì
W * N N,SING,PR ‘ÌŒ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * N N,SING,COM,GEN —∆Ì”
W * ADJ ADJ,SIM,GEN ”‰Ì
W * N N,SING,COM Ã·”Â
W * DELM DELM °
W * P P œ—
W * N N,PL,COM,GEN ”Œ‰«‰
W * ADJ ADJ,SIM,INDF „‘—ÊÕÌ
W * DELM DELM °
W * N N,SING,COM,GEN «ŸÂ«—
W * N N,SING,COM «„ÌœÊ«—Ì
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,ORD ‘‘„
W * DELM DELM °
W * ADJ ADJ,SIM,GEN Õ·«·
W * N N,PL,COM,GEN ›—Ê»” Â Â«Ì
W * N N,SING,LOC ﬂ‘Ê—
W * V V,SUB,POS,3 »«‘œ
W * CON CON Ê
W * N N,PL,COM,GEN „⁄÷·« 
W * ADJ ADJ,SIM ⁄„œÂ
W * DELM DELM °
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * DELM DELM :
W * N N,SING,COM,GEN »Õ—«‰
W * ADJ ADJ,SIM «ﬁ ’«œÌ
W * CON CON Ê
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM «‘ €«·
W * RA RA —«
W * ADJ ADJ,SIM »—ÿ—›
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »«
W * N N,SING,COM  ‘ﬂ—
W * P P «“
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,COM —∆Ì” Ã„ÂÊ—Ì
W * DELM DELM °
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,LOC,GEN œ› —
W * N N,SING,COM,GEN „ﬁ«„
W * ADJ ADJ,SIM,GEN „⁄Ÿ„
W * N N,SING,COM —Â»—Ì
W * DELM DELM °
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,GR,GEN „Ã„⁄
W * N N,SING,COM,GEN  ‘ŒÌ’
W * N N,SING,COM,GEN „’·Õ 
W * N N,SING,COM ‰Ÿ«„
W * DELM DELM °
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN ﬁÊÂ
W * ADJ ADJ,SIM ﬁ÷«ÌÌÂ
W * DELM DELM °
W * N N,PL,COM,GEN „ﬁ«„Â«Ì
W * ADJ ADJ,SIM ﬂ‘Ê—Ì
W * CON CON Ê
W * ADJ ADJ,SIM ·‘ﬂ—Ì
W * DELM DELM °
W * N N,SING,GR,GEN ‘Ê—«Ì
W * N N,SING,COM ‰êÂ»«‰
W * DELM DELM °
W * N N,SING,GR,GEN ÂÌ« 
W * N N,SING,COM œÊ· 
W * DELM DELM °
W * N N,PL,COM ”›—«
W * CON CON Ê
W * N N,PL,COM,GEN ﬂ«—œ«—«‰
W * ADJ ADJ,SIM,GEN „ﬁÌ„
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,PL,COM „Â„«‰«‰
W * CON CON Ê
W * N N,PL,COM,GEN Œ»—‰ê«—«‰
W * ADJ ADJ,SIM Œ«—ÃÌ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN »«“ŒÊ«‰Ì
W * N N,SING,COM,INDF »Œ‘Ì
W * P P «“
W * N N,SING,COM,GEN ÅÌ«„
W * N N,SING,SURN,GEN Õ÷— 
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * N N,SING,COM Œÿ«»
W * P P »Â
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,SING,COM „Ã·”
W * V V,PA,SIM,POS,3 Å—œ«Œ 
W * CON CON Ê
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,SURN,GEN Õ÷— 
W * N N,SING,PR «„«„
W * P P œ—
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,COM,GEN ÅÌ«„
W * PRO PRO,R,XOD ŒÊœ
W * V V,PA,SIM,POS,6 ›—„Êœ‰œ
W * DELM DELM :
W * ADV ADV,GENR,TIME «ﬂ‰Ê‰
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN ⁄‰«Ì 
W * N N,SING,COM Å—Ê—œê«—
W * CON CON Ê
W * N N,SING,COM,GEN Â„ 
W * N N,SING,GR,GEN „· 
W * ADJ ADJ,SIM ⁄ŸÌ„ «·‘«‰
W * DELM DELM °
W * N N,SING,COM,GEN ”—‰Ê‘ 
W * N N,SING,LOC ﬂ‘Ê—
W * P P »Â
W * N N,SING,COM,GEN œ” 
W * N N,SING,GR „—œ„
W * ADJ ADJ,INO «› «œÂ
W * V V,PRE,SIM «” 
W * CON CON Ê
W * N N,PL,COM,GEN Êﬂ·«Ì
W * N N,SING,GR „—œ„
W * P P «“
W * PRO PRO,R,XOD,GEN ŒÊœ
W * V V,PRE,NC,6 „—œ„ «‰œ
W * CON CON Ê
W * P P »«
W * N N,SING,COM,GEN «‰ Œ«»
W * PRO PRO,R,AFF,6 ŒÊœ‘«‰
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN œŒ«· 
W * N N,SING,COM œÊ· 
W * CON CON Ê
W * N N,PL,COM,GEN Œ«‰Â«Ì
W * N N,PL,COM Ê·«Ì« 
W * P P »Â
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * N N,SING,COM —«Â
W * V V,PA,NAR,POS,6 Ì«› Â «‰œ
W * DELM DELM °
W * N N,SING,COM «„Ìœ
W * V V,PRE,SIM «” 
W * P P »«
W * N N,SING,COM,GEN  ⁄Âœ
W * PRO PRO,personal,PL,3 ¬‰«‰
W * P P »Â
W * N N,SING,COM «”·«„
W * CON CON Ê
W * N N,PL,COM,GEN „’«·Õ
W * N N,SING,LOC ﬂ‘Ê—
W * P P «“
W * QUA QUA Â—
W * SPEC SPEC êÊ‰Â
W * N N,SING,COM,INDF «‰Õ—«›Ì
W * N N,SING,COM Ã·ÊêÌ—Ì
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * ADJ ADJ,SIM «÷«›Â
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,ORD,GEN Å‰Ã„
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * RA RA —«
W * P P,GEN Å‘ 
W * N N,SING,COM ”—
W * V V,PA,NAR,POS,4 ê–«—œÂ «Ì„
W * DELM DELM .
W * N N,SING,COM,GEN —∆Ì”
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD Å‰Ã„
W * P P œ—
W * ADJ ADJ,ORD ¬Œ—Ì‰
W * N N,SING,TIME,GEN —Ê“
W * ADJ ADJ,SIM,GEN ﬂ«—Ì
W * DET DET ¬‰
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * N N,PL,COM,GEN ‰ﬂ« 
W * ADJ ADJ,SIM „À» 
W * CON CON Ê
W * N N,PL,COM,GEN «ﬁœ«„« 
W * ADJ ADJ,SIM,GEN „›Ìœ
W * DET DET ¬‰
W * N N,SING,COM œÊ—Â
W * RA RA —«
W * N N,SING,COM »Ì«‰
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM .
W * ADV ADV,GENR,SIM «‰‘«¡«··Â
W * P P œ—
W * N N,SING,COM,GEN œÊ—Â
W * ADJ ADJ,SIM Ã«—Ì
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * V V,SUB,POS,3 » Ê«‰œ
W * P P »Â
W * N N,PL,COM,GEN ÊŸ«Ì›
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM ⁄„·
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM °
W * DET DET Â„«‰
W * N N,SING,COM êÊ‰Â
W * CON CON ﬂÂ
W * N N,SING,PR,GEN «„«„
W * N N,SING,GR «„ 
W * P P œ—
W * N N,SING,COM,GEN Ã«Ì
W * PRO PRO,INDF,SING œÌê—Ì
W * P P «“
W * N N,SING,COM,GEN Ê’Ì  ‰«„Â
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM „÷„Ê‰
W * V V,PA,SIM,POS,6 ›—„Êœ‰œ
W * DELM DELM :
W * IF IF «ê—
W * N N,SING,COM —∆Ì” Ã„ÂÊ—Ì
W * CON CON Ê
W * N N,PL,COM ‰„«Ì‰œê«‰
W * DELM DELM °
W * ADJ ADJ,SIM ‘«Ì” Â
W * CON CON Ê
W * ADJ ADJ,SIM „ ⁄Âœ
W * P P »Â
W * N N,SING,COM «”·«„
W * CON CON Ê
W * ADJ ADJ,SIM œ·”Ê“
W * P P,GEN »—«Ì
W * N N,SING,LOC ﬂ‘Ê—
W * CON CON Ê
W * N N,SING,GR „· 
W * V V,SUB,POS,6 »«‘‰œ
W * DELM DELM °
W * QUA QUA »”Ì«—Ì
W * P P «“
W * N N,PL,COM „‘ﬂ·« 
W * N N,SING,COM Õ·
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,SURN ‘ÌŒ
W * ADV ADV,GENR,TIME ¬‰ê«Â
W * N N,SING,COM  «ﬂÌœ
W * V V,PA,SIM,POS,3 ﬂ—œ
W * DELM DELM :
W * N N,SING,COM «„Ìœ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM „Ã·”
W * ADJ ADJ,SIM Â„”Ê
W * P P »«
W * N N,SING,COM œÊ· 
W * N N,PL,COM,GEN «ﬁœ«„« 
W * ADJ ADJ,SIM «”«”Ì
W * P P »Â
W * N N,SING,COM ⁄„·
W * V V,PA,SIM,POS,3 ¬Ê—œ
W * CON CON  «
W * N N,PL,COM,GEN „⁄÷·« 
W * ADJ ADJ,SIM ⁄„œÂ
W * DELM DELM °
W * ADV ADV,GENR,EXM,GEN „«‰‰œ
W * DELM DELM :
W * N N,SING,COM,GEN »Õ—«‰
W * ADJ ADJ,SIM «ﬁ ’«œÌ
W * CON CON Ê
W * N N,SING,COM,GEN ⁄œ„
W * N N,SING,COM «‘ €«·
W * CON CON ﬂÂ
W * N N,SING,COM «⁄ Ì«œ
W * CON CON Ê
W * N N,PL,COM,GEN „›«”œ
W * ADJ ADJ,SIM,INDF »”Ì«—Ì
W * RA RA —«
W * P P œ—
W * N N,SING,COM ÅÌ
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * N N,SING,COM Õ·
W * V V,SUB,POS,3 ê—œœ
W * CON CON Ê
W * N N,PL,COM ﬂ«—Â«
W * P P »Â
W * N N,SING,COM,GEN œ” 
W * N N,SING,COM,AFF,3 «Â·‘
W * DELM DELM °
W * CON CON Ì⁄‰Ì
W * N N,PL,COM,GEN „ Œ’’«‰
W * ADJ ADJ,SIM,GEN ÊŸÌ›Â ‘‰«”
W * ADJ ADJ,SIM œ—” ﬂ«—
W * ADJ ADJ,INO ”Å—œÂ
