Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,DIR,GEN €—»
W * N N,SING,LOC,PR ¬”Ì«
W * DELM DELM °
W * N N,SING,COM,GEN Ã«„
W * N N,SING,SURN „·ﬂ
W * N N,SING,PR Õ”Ì‰
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN ‘—ﬂ 
W * N N,SING,NUM Â‘ 
W * N N,SING,GR  Ì„
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR «„«‰
W * N N,SING,COM,GEN „—ﬂ“
W * N N,SING,LOC,PR «—œ‰
W * N N,SING,COM Ã—Ì«‰
W * V V,PA,SIM,POS,3 œ«‘ 
W * N N,SING,DAY Ã„⁄Â
W * N N,SING,TIME ‘»
W * P P »«
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * P P »Â
W * N N,SING,ORD Å«Ì«‰
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN œÌœ«—
W * ADJ ADJ,SIM,GEN Å«Ì«‰Ì
W * N N,PL,GR,GEN  Ì„Â«Ì
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * P P œ—
W * N N,SING,COM,GEN Ê—“‘ê«Â
W * N N,SING,SURN „·ﬂ
W * N N,SING,PR,GEN ⁄»œ«··Â
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR «„«‰
W * P P »Â
W * N N,SING,COM,GEN „’«›
W * PRO PRO,REC Â„
W * V V,PA,SIM,POS,6 —› ‰œ
W * CON CON ﬂÂ
W * P P,GEN ÿÌ
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * P P »«
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ê·
W * P P »Â
W * N N,SING,COM »— —Ì
W * V V,PA,SIM,POS,3 —”Ìœ
W * CON CON Ê
W * N N,SING,COM,GEN Ã«„
W * N N,SING,COM ﬁÂ—„«‰Ì
W * RA RA —«
W * P P »Â
W * N N,SING,COM œ” 
W * V V,PA,SIM,POS,3 ¬Ê—œ
W * DELM DELM .
W * SPEC SPEC  ‰Â«
W * N N,SING,COM,GEN ê·
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * P P »Â
W * N N,SING,COM,GEN Ê”Ì·Â
W * N N,SING,PR,GEN ”Â—«»
W * N N,SING,PR »Œ Ì«—Ì “«œÂ
W * P P œ—
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * N N,SING,NUM 73
W * P P »Â
W * N N,SING,COM À„—
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * N N,SING,COM ÅÌ‘
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
