Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì «·Ì«
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,NUM ‘‘
W * N N,SING,COM «„ Ì«“
W * P P œ—
W * N N,SING,NUM œÊ
W * N N,SING,COM »«“Ì
W * N N,SING,COM,AFF,3 Õ÷Ê—‘
W * P P œ—
W * N N,SING,COM,GEN „—Õ·Â
W * N N,SING,NUM Ìﬂ
W * ADJ ADJ,ORD,GEN çÂ«—„
W * ADJ ADJ,SIM ‰Â«ÌÌ
W * ADJ ADJ,SIM ﬁÿ⁄Ì
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * ADV ADV,GENR,TIME «Ì‰ﬂ
W * N N,PL,GR,GEN  Ì„Â«Ì
W * N N,SING,LOC,PR ›—«‰”Â
W * CON CON Ê
W * N N,SING,LOC,PR Â·‰œ
W * CON CON Ê
W * N N,SING,LOC,PR Å— €«·
W * CON CON ‰Ì“
W * P P »«
W * N N,SING,COM,GEN ﬂ”»
W * N N,SING,NUM ‘‘
W * N N,SING,COM «„ Ì«“
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM „—Õ·Â
W * N N,SING,COM —«Â
W * V V,PA,NAR,POS,6 Ì«› Â «‰œ
W * DELM DELM .
W * CON CON œ—Õ«·Ì ﬂÂ
W * N N,PL,GR,GEN  Ì„Â«Ì
W * N N,SING,LOC,PR »·éÌﬂ
W * DELM DELM °
W * N N,SING,LOC,PR  —ﬂÌÂ
W * DELM DELM °
W * N N,SING,LOC,PR ”Ê∆œ
W * DELM DELM °
W * N N,SING,LOC,PR «‰ê·” «‰
W * DELM DELM °
W * N N,SING,LOC,PR ¬·„«‰
W * CON CON Ê
W * N N,SING,LOC,PR —Ê„«‰Ì
W * ADV ADV,GENR,SIM Â‰Ê“
W * ADV ADV,deg,SIM ﬂ„ Ê»Ì‘
W * N N,SING,COM «„Ìœ
W * P P »Â
W * N N,SING,COM ’⁄Êœ
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM °
W * N N,SING,NUM œÊ
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * N N,SING,LOC,PR çﬂ
W * CON CON Ê
W * N N,SING,LOC,PR œ«‰„«—ﬂ
W * P P »Â
W * N N,SING,COM,GEN ÿÊ—
W * N N,SING,COM ﬁÿ⁄
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM Õ–›
W * MORP MORP,MN,PL,GEN ‘œÂ Â«Ì
W * DET DET «Ì‰
W * N N,SING,COM œÊ—Â
W * P P «“
W * N N,SING,COM,GEN Ã«„
W * N N,PL,GR,GEN „· Â«Ì
W * N N,SING,LOC,PR «—ÊÅ«
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
