Sub * SUBJ SUBJ !”Ì«”Ì!
W * P P »Â
W * N N,SING,COM,GEN „‰«”» 
W * N N,SING,COM,GEN ”«·ê—œ
W * N N,SING,COM,GEN —Õ· 
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * CON CON Ê
W * N N,SING,ORD ¬€«“
W * P P »Â
W * N N,SING,COM,GEN ﬂ«—
W * ADJ ADJ,ORD ‘‘„Ì‰
W * N N,SING,COM,GEN œÊ—Â
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM,GEN Ã»ÂÂ
W * N N,PL,COM,GEN ÅÌ—Ê«‰
W * N N,SING,COM,GEN Œÿ
W * N N,SING,PR «„«„
W * CON CON Ê
W * N N,SING,COM —Â»—Ì
W * N N,SING,COM,INDF »Ì«‰ÌÂ «Ì
W * ADJ ADJ,SIM „‰ ‘—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM »Ì«‰ÌÂ
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * P P,GEN »œÊ‰
W * N N,SING,COM ‘ﬂ
W * N N,SING,COM,GEN ‰Ÿ«„
W * ADJ ADJ,SIM,GEN „ﬁœ”
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM «”·«„Ì
W * ADJ ADJ,SUP »“—ê —Ì‰
W * N N,SING,COM,GEN „Ì—«À
W * N N,SING,PR,GEN «„«„
W * ADJ ADJ,SIM ⁄ŸÌ„ «·‘«‰
W * CON CON Ê
W * N N,SING,COM ‘‰«Œ 
W * DELM DELM °
W * N N,SING,COM „Õ«›Ÿ 
W * DELM DELM °
W * N N,SING,COM ÅÌ‘—› 
W * CON CON Ê
W * N N,SING,COM,GEN  ⁄«·Ì
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,COM,GEN ÿ—Ìﬁ
W * ADJ ADJ,SIM,GEN Õ „Ì
W * N N,PL,COM ⁄«‘ﬁ«‰
W * CON CON Ê
W * N N,PL,COM,GEN œ—” ¬„ÊŒ ê«‰
W * N N,SING,COM,GEN „ﬂ »
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN »Œ‘
W * ADJ ADJ,SIM,INDF œÌê—Ì
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM »Ì«‰ÌÂ
W * P P »«
W * N N,SING,COM «‘«—Â
W * P P »Â
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * DELM DELM °
W * ADJ ADJ,INO ¬„œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * ADJ ADJ,SUP „Â„ —Ì‰
W * N N,SING,COM,GEN ÊÌéêÌ
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * N N,SING,COM Â„«Â‰êÌ
W * CON CON Ê
W * N N,SING,COM Â„—«ÂÌ
W * P P »«
W * N N,SING,COM œÊ· 
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * DET DET «Ì‰
W * N N,SING,COM „Ê÷Ê⁄
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,PL,COM œÊ· „—œ«‰
W * CON CON ‰Ì“
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM  «ÌÌœ
W * N N,SING,COM ﬁ—«—
W * ADJ ADJ,INO ê—› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * P P »—
W * DET DET «Ì‰
W * N N,SING,COM «”«”
W * N N,SING,COM «‰ Ÿ«—
W * V V,PRS,POS,3 „Ì —Êœ
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * P P »«
W * N N,SING,COM,GEN —›⁄
W * N N,PL,COM,GEN ﬁÊ«‰Ì‰
W * ADJ ADJ,SIM œ”  ÊÅ«êÌ—
W * CON CON Ê
W * ADJ ADJ,SIM Å—
W * N N,SING,NFL,GEN ﬂ—œ‰
W * N N,PL,COM,GEN Œ·«Â«Ì
W * ADJ ADJ,SIM ﬁ«‰Ê‰Ì
W * CON CON Ê
W * N N,SING,COM,GEN «⁄ÿ«Ì
W * N N,PL,COM,GEN «Œ Ì«—« 
W * N N,SING,COM,GEN „Ê—œ
W * N N,SING,COM ‰Ì«“
W * DELM DELM °
W * N N,SING,COM œÊ· 
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN «‰Ã«„
W * N N,PL,COM,GEN ÊŸ«Ì›
W * ADJ ADJ,SIM,GEN ﬁ«‰Ê‰Ì
W * PRO PRO,R,XOD ŒÊÌ‘
W * N N,SING,COM Ì«—Ì
W * ADJ ADJ,INO ‰„ÊœÂ
W * CON CON Ê
W * P P «“
W * QUA QUA Â—
W * SPEC SPEC êÊ‰Â
W * N N,SING,COM ›‘«—
W * P P »Â
W * N N,SING,COM œÊ· 
W * P P,GEN »—«Ì
W * N N,SING,COM ‰Ì·
W * P P »Â
W * N N,PL,COM,GEN „‰«›⁄
W * ADJ ADJ,SIM Ã‰«ÕÌ
W * N N,SING,COM Å—ÂÌ“
W * V V,SUB,POS,3 ‰„«Ìœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN »Ì«‰ÌÂ
W * DET DET «Ì‰
W * N N,SING,COM Ã»ÂÂ
W * ADJ ADJ,SIM «÷«›Â
W * ADJ ADJ,INO ‘œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM Ã«—Ì
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM,GEN —Â»—
W * ADJ ADJ,SIM,GEN „⁄Ÿ„
W * N N,SING,COM «‰ﬁ·«»
W * N N,SING,TIME,GEN ”«·
W * N N,SING,COM,GEN ÊÕœ 
W * ADJ ADJ,SIM „·Ì
W * CON CON Ê
W * N N,SING,COM,GEN «„‰Ì 
W * ADJ ADJ,SIM „·Ì
W * ADJ ADJ,INO ‰«„ÌœÂ
W * ADJ ADJ,INO ‘œÂ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‰„«œ
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN ŒÊ«” 
W * ADJ ADJ,SIM,GEN „Â„
W * N N,SING,GR „—œ„
W * P P œ—
W * N N,PL,COM,GEN ‘—«Ìÿ
W * ADJ ADJ,SIM ﬂ‰Ê‰Ì
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM «‰ Ÿ«—
W * V V,PRS,POS,3 „Ì —Êœ
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,ORD ‘‘„
W * CON CON ﬂÂ
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * N N,PL,GR ê—ÊÂÂ«
W * DELM DELM °
W * N N,PL,COM ”·ÌﬁÂ Â«
W * CON CON Ê
W * N N,PL,COM,GEN  ›ﬂ—« 
W * ADJ ADJ,SIM êÊ‰«êÊ‰
W * RA RA —«
W * P P œ—
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM Ã«Ì
W * ADJ ADJ,INO œ«œÂ
W * V V,PRE,SIM «” 
W * P P »«
W * N N,SING,COM ê› «—
W * CON CON Ê
W * N N,SING,COM,GEN ﬂ—œ«—
W * ADJ ADJ,SIM „œ»—«‰Â
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ’«œﬁ«‰Â
W * PRO PRO,personal,PL,3 «Ì‘«‰
W * DELM DELM °
W * N N,SING,COM „‰‘«
W * CON CON Ê
W * N N,SING,COM,GEN „ŸÂ—
W * N N,SING,COM ÊÕœ 
W * CON CON Ê
W * N N,SING,COM,GEN —›«Â
W * ADJ ADJ,SIM „·Ì
W * CON CON Ê
W * N N,SING,COM ¬—«„‘
W * CON CON Ê
W * N N,SING,COM «„‰Ì 
W * P P œ—
W * N N,SING,COM Ã«„⁄Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM,GEN  ‘ﬂ·
W * ADJ ADJ,SIM ”Ì«”Ì
W * N N,SING,COM  ’—ÌÕ
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM :
