Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR ›—«‰”Â
W * P P »«
W * N N,SING,NFL,GEN “œ‰
W * N N,SING,COM,GEN ê·
W * ADJ ADJ,SIM ÿ·«ÌÌ
W * ADJ ADJ,SIM „Ê›ﬁ
W * V V,PA,SIM,POS,3 ‘œ
W * P P »Â
W * N N,SING,COM,GEN „ﬁ«„
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,PL,COM,GEN „”«»ﬁ« 
W * N N,SING,COM,GEN Ã«„
W * N N,PL,GR,GEN „· Â«Ì
W * N N,SING,LOC,PR «—ÊÅ«
W * N N,SING,PR ÌÊ—Ê
W * N N,SING,NUM 2000
W * N N,SING,COM œ” 
W * V V,SUB,POS,3 Ì«»œ
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ê·
W * P P œ—
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * ADJ ADJ,ORD,GEN œÊ«“œÂ„
W * N N,SING,COM,GEN ‰Ì„Â
W * ADJ ADJ,ORD ‰Œ” 
W * P P «“
W * N N,SING,COM,GEN Êﬁ 
W * ADJ ADJ,SIM «÷«›Ì
W * P P,GEN  Ê”ÿ
W * N N,SING,PR  —“êÂ
W * N N,SING,COM,GEN »«“Ìﬂ‰
W * N N,SING,COM,GEN ‘„«—Â
W * N N,SING,NUM,GEN »Ì” 
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR ›—«‰”Â
W * P P »Â
W * N N,SING,COM À„—
W * V V,PA,SIM,POS,3 —”Ìœ
W * DELM DELM .
W * N N,SING,LOC,PR ›—«‰”Â
W * ADV ADV,GENR,TIME «Ì‰ﬂ
W * CON CON ⁄·«ÊÂ »—
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,COM ÃÂ«‰
W * P P »Â
W * N N,SING,COM,GEN „ﬁ«„
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,LOC,PR «—ÊÅ«
W * CON CON ‰Ì“
W * N N,SING,COM œ” 
W * ADJ ADJ,INO Ì«› Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM »«“Ì
W * P P »«
W * N N,PL,COM,GEN Õ„·« 
W * ADJ ADJ,SIM,GEN ÅÌ œ—ÅÌ
W * N N,SING,LOC,PR «Ì «·Ì«
W * P P »—
W * N N,SING,COM,GEN —ÊÌ
W * N N,SING,COM,GEN œ—Ê«“Â
W * N N,SING,LOC,PR ›—«‰”Â
W * N N,SING,ORD ¬€«“
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * PRO PRO,INDF,SING ç‰Ì‰
W * P P »Â
W * N N,SING,COM ‰Ÿ—
W * V V,PA,PRG,POS,3 „Ì —”Ìœ
W * CON CON ﬂÂ
W * N N,SING,PR œÌ‰Ê“Ê›
W * V V,PRS,NEG,3 ‰„Ì ŒÊ«Âœ
W * N N,SING,COM »«“Ì
W * P P »Â
W * N N,SING,COM,GEN Êﬁ 
W * ADJ ADJ,SIM «÷«›Ì
W * ADJ ADJ,INO ﬂ‘ÌœÂ
W * V V,SUB,POS,3 ‘Êœ
W * CON CON Ê
W * N N,SING,COM ⁄·«ﬁÂ
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * N N,SING,COM ﬂ«—
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN Êﬁ 
W * ADJ ADJ,SIM ﬁ«‰Ê‰Ì
W * ADJ ADJ,SIM  „«„
W * V V,SUB,POS,3 ﬂ‰œ
W * DELM DELM .
W * N N,SING,TIME »⁄œ
W * P P «“
W * N N,SING,TIME,GEN œﬁÌﬁÂ
W * N N,SING,NUM »Ì” 
W * DELM DELM °
W * N N,SING,COM »«“Ì
W * ADJ ADJ,SIM ¬—«„
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * N N,SING,NUM œÊ
W * N N,SING,GR  Ì„
W * N N,SING,COM,GEN »«“Ì
W * ADJ ADJ,SIM,INDF „ ⁄«œ·Ì
W * RA RA —«
W * N N,SING,COM «—«∆Â
W * V V,PA,SIM,POS,6 œ«œ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN ‰Ì„Â
