Sub * SUBJ SUBJ !Ê—“‘Ì!
W * DELM DELM #
W * N N,PL,COM,GEN ﬂ«—« Â ﬂ«Â«Ì
W * N N,SING,COM,GEN œ«‰‘ÃÊÌ
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,PL,COM,GEN ÅÌﬂ«—Â«Ì
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM ‘—ﬂ 
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ﬂ«—« Â
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON ﬂÂ
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM ‘—ﬂ 
W * P P œ—
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,COM ÃÂ«‰
W * ADJ ADJ,SIM ¬„«œÂ
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM °
W * P P œ—
W * N N,PL,COM,GEN ÅÌﬂ«—Â«Ì
W * N N,SING,COM,GEN ﬂ«—« Â
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM ‘—ﬂ 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,PL,COM,GEN „”«»ﬁÂ Â«Ì
W * N N,SING,COM,GEN ﬂ«—« Â
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,PL,TIME,GEN —Ê“Â«Ì
W * ADV ADV,GENR,ORD œÊ„
W * CON CON Ê
W * N N,SING,ORD,GEN ”Ê„
W * N N,SING,MON  Ì—„«Â
W * ADV ADV,GENR,TIME ›—œ«
W * CON CON Ê
W * ADV ADV,GENR,TIME Å” ›—œ«
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—” «‰
W * N N,SING,LOC,PR „Ì«‰œÊ¬»
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * N N,SING,COM,GEN ﬂ«—« Â
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * N N,SING,COM ÃÂ«‰
W * CON CON ﬂÂ
W * P P œ—
W * N N,PL,TIME,GEN —Ê“Â«Ì
W * N N,SING,NUM 23
W * P P  «
W * N N,SING,NUM,GEN 29
W * N N,SING,MON  Ì—„«Â
W * P P œ—
W * N N,SING,LOC,GEN ‘Â—
W * N N,SING,LOC,PR,GEN ﬂÌÊ Ê
W * N N,SING,LOC,PR é«Å‰
W * ADJ ADJ,SIM »—ê“«—
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,SING,COM ‘—ﬂ 
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,PL,COM,GEN «”«„Ì
W * N N,PL,COM,GEN ﬂ«—« Â ﬂ«Â«Ì
W * N N,SING,GR,GEN  Ì„
W * N N,PL,COM,GEN œ«‰‘ÃÊÌ«‰
W * N N,SING,LOC,PR «Ì—«‰
W * DELM DELM °
W * N N,SING,COM ‘—ﬂ  ﬂ‰‰œÂ
W * P P œ—
W * N N,PL,COM,GEN —ﬁ«» Â«Ì
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM ⁄»«— 
W * V V,PRE,SIM «” 
W * P P «“
W * DELM DELM :
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR ‰ﬁ«»Ì
W * DELM DELM °
W * N N,SING,PR ⁄·Ì—÷«
W * N N,SING,PR —÷«“«œÂ
W * DELM DELM °
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR «„Ì‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN ”⁄Ìœ
W * N N,SING,PR ‰’—«·ÂÌ
W * DELM DELM °
W * N N,SING,PR „Ã »Ì
W * N N,SING,PR ’«Õ» «·“„«‰Ì
W * DELM DELM °
W * N N,SING,PR,GEN „Â—œ«œ
W * N N,SING,PR ﬁ‰»—œÊ” 
W * DELM DELM °
W * N N,SING,PR,GEN Â«œÌ
W * N N,SING,PR «”„«⁄Ì· “«œÂ
W * P P œ—
W * N N,SING,COM,GEN —‘ Â
W * N N,SING,COM ﬂÊ„Ì Â
W * CON CON Ê
W * N N,SING,PR,GEN „Õ”‰
W * N N,SING,PR «‘—›Ì
W * P P œ—
W * N N,SING,COM,GEN —‘ Â
W * N N,SING,COM ﬂ« «
W * DELM DELM .
W * N N,PL,COM „—»Ì«‰
W * DELM DELM :
W * N N,SING,PR,GEN „Õ”‰
W * N N,SING,PR —‘ÌœÌ ‰é«œ
W * CON CON Ê
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR Õ”Ì‰Ì
W * N N,SING,COM,GEN ”—Å—” 
W * DELM DELM :
W * N N,SING,SURN ”Ìœ
W * N N,SING,PR,GEN ›—‰Êœ
W * N N,SING,PR „Õ„œ‰Ì«
W * DELM DELM .
W * P P «“
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM,GEN ›œ—«”ÌÊ‰
W * N N,SING,COM ›Ê »«·
W * DELM DELM °
W * N N,SING,COM,GEN »—‰«„Â
W * N N,SING,TIME,GEN Â› Â
W * ADJ ADJ,ORD çÂ«—„
W * P P «“
W * N N,SING,COM,GEN œÊ—
W * N N,SING,COM,GEN —› 
W * N N,PL,COM,GEN „”«»ﬁÂ Â«Ì
W * N N,SING,COM,GEN ›Ê »«·
W * ADJ ADJ,SIM,GEN „‰ÿﬁÂ «Ì
W * N N,PL,COM,GEN »«‘ê«ÂÂ«Ì
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * N N,SING,TIME,GEN Â› Â
W * ADJ ADJ,ORD,GEN çÂ«—„
W * DET DET «Ì‰
W * N N,PL,COM „”«»ﬁÂ Â«
W * P P œ—
W * N N,PL,TIME,GEN —Ê“Â«Ì
W * N N,SING,ORD ”Ê„
W * CON CON Ê
W * N N,SING,ORD,GEN Å‰Ã„
W * N N,SING,MON  Ì—
W * N N,SING,TIME „«Â
W * P P œ—
W * N N,PL,LOC,GEN ‘Â—Â«Ì
W * ADJ ADJ,SIM,GEN „Œ ·›
W * N N,SING,LOC ﬂ‘Ê—
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN »—‰«„Â
W * PRO PRO,DEMO,SING ¬‰
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM ﬁ—«—
W * V V,PRE,SIM «” 
W * DELM DELM :
W * QUA QUA,GEN ﬂ·ÌÂ
W * N N,PL,COM œÌœ«—Â«
W * N N,SING,TIME,GEN ”«⁄ 
W * N N,SING,NUM 45
W * DELM DELM :
W * N N,SING,NUM 3
W * ADJ ADJ,SIM »—ê“«—
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ã„⁄Â
W * DELM DELM :
W * N N,SING,COM,GEN »«‰ﬂ
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM ‹
W * N N,SING,PR,GEN ÅÌ—Ê“Ì
W * N N,SING,LOC,PR Â„œ«‰
W * DELM DELM °
W * N N,SING,LOC,PR ‘„Ê‘ﬂ
W * N N,SING,LOC,PR ‰Ê‘Â—
W * DELM DELM _
W * N N,SING,COM,GEN ¬ ‘ ‰‘«‰Ì
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,COM,GEN ›—„«‰œ«—Ì
W * N N,SING,LOC,PR „—ÌÊ«‰
W * DELM DELM ‹
W * N N,SING,COM,GEN «Ì—«‰ÃÊ«‰
W * N N,SING,LOC,PR «Ì·«„
W * DELM DELM °
W * N N,SING,COM,GEN ÅÌ—Ê“Ì
W * N N,SING,LOC,PR «’›Â«‰
W * DELM DELM ‹
W * N N,SING,COM,GEN Ì“œ «Ì—
W * N N,SING,LOC,PR Ì“œ
W * DELM DELM °
W * N N,SING,PR,GEN Å«”
W * N N,SING,LOC,PR «—«ﬂ
W * DELM DELM ‹
W * N N,SING,PR,GEN Å·Ì «ﬂ—Ì·
W * N N,SING,LOC,PR «’›Â«‰
W * DELM DELM °
W * N N,SING,PR,GEN ›Ã—
W * N N,SING,LOC,PR ﬁ„
W * DELM DELM ‹
W * N N,SING,PR,GEN ›Ã—
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM °
W * N N,SING,COM,GEN Å«ﬂ—Ì”
W * N N,SING,LOC,PR „ÂœÌ ‘Â—
W * DELM DELM ‹
W * N N,SING,COM,GEN ÅÌ«„
W * N N,SING,COM,GEN «ÌÅ«ﬂÊ
W * N N,SING,LOC,PR „‘Âœ
W * DELM DELM .
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * DELM DELM :
W * N N,SING,PR,GEN ‘«ÂÌ‰
W * N N,SING,LOC,PR  Â—«‰
W * DELM DELM ‹
W * N N,SING,COM,GEN ‘Â—œ«—Ì
W * N N,SING,LOC,PR  »—Ì“
W * DELM DELM °
W * N N,SING,COM,GEN ‰Ì—Ê
W * ADJ ADJ,SIM,GEN „Õ—ﬂÂ
W * N N,SING,LOC,PR ﬁ“ÊÌ‰
W * DELM DELM ‹
W * N N,SING,COM,GEN Â„Ì«—Ì
W * N N,SING,LOC,PR «—œ»Ì·
W * DELM DELM .
W * N N,PL,COM,INDF  Ì„Â«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,COM,AFF,6 ‰«„‘«‰
W * N N,SING,ORD «» œ«
W * N N,SING,COM –ﬂ—
W * ADJ ADJ,INO ‘œÂ
W * DELM DELM °
W * N N,SING,COM,GEN „Ì“»«‰
W * N N,SING,COM „”«»ﬁÂ
W * V V,PRS,POS,6 Â” ‰œ
W * DELM DELM .
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN Ê«·Ì»«·
W * N N,SING,LOC,PR «Ì «·Ì«
W * P P œ—
W * N N,SING,ORD,GEN ¬€«“
W * N N,SING,COM,GEN œÊ—
W * N N,SING,COM,GEN »—ê‘ 
W * N N,SING,COM,GEN ·Ìê
