Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,PR Õ÷— 
W * N N,SING,SURN ¬Ì  «··Â
W * N N,SING,PR Œ«„‰Â «Ì
W * N N,SING,COM,GEN —Â»—
W * N N,SING,COM «‰ﬁ·«»
W * DELM DELM °
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ìﬂ‘‰»Â
W * P P œ—
W * N N,SING,COM,GEN œÌœ«—
W * N N,PL,COM,GEN ‰„«Ì‰œê«‰
W * ADJ ADJ,ORD ‘‘„Ì‰
W * N N,SING,COM,GEN œÊ—Â
W * N N,SING,COM,GEN „Ã·”
W * N N,SING,GR,GEN ‘Ê—«Ì
W * ADJ ADJ,SIM «”·«„Ì
W * DELM DELM °
W * P P »«
W * N N,SING,COM  Ã·Ì·
W * P P «“
W * N N,SING,LOC,GEN Ã«Ìê«Â
W * N N,SING,COM „Ã·”
W * DELM DELM °
W * N N,SING,COM ⁄„·
W * P P »Â
W * QUA QUA,GEN  „«„Ì
W * N N,PL,COM,GEN «’Ê·
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM «”«”Ì
W * RA RA —«
W * N N,SING,COM,GEN ⁄·«Ã
W * ADJ ADJ,SIM «”«”Ì
W * N N,PL,COM,GEN œ—œÂ«Ì
W * N N,SING,LOC ﬂ‘Ê—
W * V V,PA,SIM,POS,6 ŒÊ«‰œ‰œ
W * CON CON Ê
W * N N,SING,COM  √ﬂÌœ
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * DELM DELM :
W * N N,SING,COM,GEN «Â „«„
W * ADJ ADJ,SIM,GEN Ê«ﬁ⁄Ì
W * N N,SING,COM „Ã·”
W * P P »Â
W * N N,SING,COM ﬂ—«„ 
W * CON CON Ê
W * N N,SING,COM,GEN ‘Œ’Ì 
W * N N,SING,COM «‰”«‰
W * PRO PRO,DEMO,SING «Ì‰
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,COM,GEN „”∆·Â
W * N N,SING,COM,GEN „⁄Ì‘ 
W * N N,SING,GR „—œ„
W * CON CON Ê
W * N N,SING,COM,GEN Õ·
W * N N,PL,COM,GEN „‘ﬂ·« 
W * ADJ ADJ,SIM «ﬁ ’«œÌ
W * RA RA —«
W * P P œ—
W * N N,SING,COM,GEN «Ê·ÊÌ 
W * ADJ ADJ,ORD ‰Œ” 
W * N N,SING,COM ﬁ—«—
W * V V,SUB,POS,3 œÂœ
W * DELM DELM °
W * CON CON  «
W * QUA QUA ÂÌç
W * N N,SING,COM ﬂ”
W * P P «“
W * N N,SING,COM ›ﬁ—
W * CON CON Ê
W * N N,PL,COM,GEN „⁄÷·« 
W * ADJ ADJ,SIM «ﬁ ’«œÌ
W * DELM DELM °
W * ADJ ADJ,SIM,GEN œç«—
W * N N,SING,COM Õﬁ«— 
W * CON CON Ê
W * N N,SING,COM  »⁄Ì÷
W * V V,SUB,NEG,3 ‰‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN „ ‰
W * N N,PL,COM,GEN ”Œ‰«‰
W * N N,SING,COM,GEN —Â»—
W * N N,SING,COM «‰ﬁ·«»
W * P P »Â
W * DET DET «Ì‰
W * N N,SING,COM ‘—Õ
W * V V,PRE,SIM «” 
W * DELM DELM :
W * N N,PL,COM »—«œ—«‰
W * CON CON Ê
W * N N,PL,COM,GEN ŒÊ«Â—«‰
W * ADJ ADJ,SIM ⁄“Ì“
W * DELM DELM !
W * N N,PL,COM ‰„«Ì‰œê«‰
W * CON CON Ê
W * N N,PL,COM,GEN „‰ Œ»«‰
W * ADJ ADJ,SIM „Õ —„
W * CON CON Ê
W * N N,PL,COM,GEN Â„ﬂ«—«‰
W * ADJ ADJ,SIM ÃœÌœ
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ⁄“Ì“
W * PRO PRO,personal,PL,1 „«
W * DELM DELM !
W * P P œ—
W * N N,SING,LOC,GEN «œ«—Â
W * DET DET «Ì‰
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * ADJ ADJ,SIM »“—ê
W * CON CON Ê
W * DET DET «Ì‰
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM ⁄ŸÌ„
W * CON CON Ê
W * N N,SING,NFL —”Ìœ‰
W * P P »Â
W * N N,PL,COM Âœ›Â«
W * CON CON Ê
W * N N,PL,COM,INDF ¬—„«‰Â«ÌÌ
W * CON CON ﬂÂ
W * N N,SING,PR,GEN Œœ«Ì
W * ADJ ADJ,SIM „ ⁄«·
W * P P,GEN »—«Ì
W * N N,SING,GR,GEN „· 
W * ADJ ADJ,SIM „”·„«‰
W * CON CON Ê
W * N N,PL,COM,GEN „Ã«Âœ«‰
W * N N,SING,COM,GEN —«Â
W * PRO PRO,R,AFF,3 ŒÊœ‘
W * N N,SING,COM Ê⁄œÂ
W * V V,PA,NAR,POS,3 ›—„ÊœÂ
W * ADV ADV,deg,SIM ŒÌ·Ì
W * ADV ADV,GENR,SIM ŒÊ‘
