Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR Œ« „Ì
W * N N,SING,COM —∆Ì” Ã„ÂÊ—
W * P P œ—
W * N N,SING,COM,GEN „—«”„
W * N N,SING,COM,GEN ⁄“«œ«—Ì
W * N N,SING,SURN,GEN Õ÷— 
W * N N,SING,SURN «„«„
W * N N,SING,PR —÷«
W * DELM DELM )
W * N N,SING,SURN ⁄
W * DELM DELM (
W * CON CON Ê
W * N N,SING,COM,GEN ”«·ê—œ
W * N N,SING,COM,GEN «— Õ«·
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,SING,GR „—œ„
W * ADJ ADJ,SIM ‰«Ÿ—
W * P P »—
W * N N,PL,COM,GEN «—ﬂ«‰
W * V V,PRE,NC,6 ÕﬂÊ„  «‰œ
W * CON CON Ê
W * N N,PL,COM,INDF ÕﬁÊﬁÌ
W * V V,PRS,POS,6 œ«—‰œ
W * CON CON ﬂÂ
W * V V,AUX,NIN,POS »«Ìœ
W * N N,SING,COM «Ã—«
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,COM —∆Ì” Ã„ÂÊ—
W * CON CON ﬂÂ
W * N N,SING,DAY Ã„⁄Â
W * N N,SING,TIME ‘»
W * P P œ—
W * N N,SING,LOC,GEN Õ—„
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
W * N N,SING,COM ”Œ‰
W * V V,PA,PRG,POS,3 „Ì ê› 
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM,GEN ¬“«œÌ
W * N N,SING,COM »Ì«‰
W * DELM DELM °
W * N N,SING,COM «‰ ﬁ«œ
W * P P »Â
W * N N,PL,COM,GEN «—ﬂ«‰
W * N N,SING,COM ÕﬂÊ„ 
W * DELM DELM °
W * N N,SING,COM «‰ ﬁ«œ
W * P P «“
W * N N,PL,COM,GEN ”«“Êﬂ«—Â«Ì
W * N N,SING,COM Ã«„⁄Â
W * DELM DELM °
W * N N,SING,COM,GEN ¬“«œÌ
W * N N,SING,COM,GEN  ‘ﬂÌ·
W * N N,SING,GR Õ“»
W * CON CON Ê
W * N N,SING,COM,GEN «‰ ‘«—
W * N N,PL,COM „ÿ»Ê⁄« 
W * CON CON œ—’Ê— Ì ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ç«—çÊ»
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM «”«”Ì
W * V V,SUB,POS,3 »«‘œ
W * P P «“
W * N N,PL,COM,GEN ÕﬁÊﬁ
W * ADJ ADJ,SIM,GEN „”·„
W * N N,SING,GR „—œ„
W * V V,PRE,SIM «” 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »«
W * N N,SING,COM,GEN  ‘—ÌÕ
W * N N,SING,COM,GEN  «—ÌŒ
W * N N,SING,COM «”·«„
W * CON CON Ê
W * N N,SING,COM,GEN ‰”» 
W * N N,SING,COM,GEN ‰Â÷ 
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P »«
W * N N,SING,COM —Ê‘
W * CON CON Ê
W * N N,SING,COM,GEN „‰‘
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * ADJ ADJ,SIM «”·«„Ì
W * P P œ—
W * N N,SING,COM,GEN ’œ—
W * N N,SING,COM «”·«„
W * V V,PA,SIM,POS,3 «›“Êœ
W * DELM DELM :
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,SIM „» ‰Ì
W * P P »—
W * N N,SING,COM,GEN «Ã Â«œ
W * ADJ ADJ,SIM ÅÊÌ«
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ﬂ«—”«“
W * ADJ ADJ,SIM «”·«„Ì
W * CON CON Ê
W * ADJ ADJ,SIM „—œ„Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * N N,SING,PR «„«„
W * N N,SING,COM,GEN »‰Ì«‰ê–«—
W * PRO PRO,DEMO,SING ¬‰
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »«
W * N N,SING,COM,GEN »Ì«‰
W * N N,SING,COM «‰œÌ‘Â
W * CON CON Ê
W * N N,PL,COM,GEN Œ’Ê’Ì« 
W * ADJ ADJ,SIM,GEN ‘Œ’Ì Ì
W * N N,SING,SURN,GEN Õ÷— 
W * N N,SING,SURN «„«„
W * N N,SING,PR Œ„Ì‰Ì
