Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,LOC,PR Ê«‘‰ê ‰
W * DELM DELM -
W * N N,SING,NPR «Ì—‰«
W * DELM DELM :
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN —Ê“‰«„Â
W * ADJ ADJ,SIM ¬„—Ìﬂ«ÌÌ
W * P P »Â
W * N N,SING,COM,GEN «—“Ì«»Ì
W * N N,SING,PR »‘«—
W * N N,SING,PR «”œ
W * DELM DELM °
W * N N,SING,COM,GEN ›—“‰œ
W * N N,SING,PR Õ«›Ÿ
W * N N,SING,PR «”œ
W * N N,SING,COM,GEN —ÌÌ” Ã„ÂÊ—Ì
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * ADJ ADJ,INO Å—œ«Œ Â
W * CON CON Ê
W * ADV ADV,GENR,SIM  ·ÊÌÕ«"
W * PRO PRO,personal,SING,3 «Ê
W * RA RA —«
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,COM,INDF ’·«» Ì
W * V V,PRS,POS,3 „Ì œ«‰œ
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ·«“„Â
W * N N,SING,COM ÕﬂÊ„ 
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN —Ê“‰«„Â
W * N N,SING,PR ﬂ—Ì” Ì‰ ”«Ì‰” „«‰Ì Ê—
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ”Â ‘‰»Â
W * P P œ—
W * N N,SING,COM,INDF ê“«—‘Ì
W * P P »Â
W * N N,SING,COM,GEN ﬁ·„
W * N N,SING,PR «”ﬂ« 
W * N N,SING,PR ÅÌ —”Ê‰
W * P P »Â
W * N N,SING,COM,GEN „—«”„
W * N N,SING,COM,GEN  ‘ÌÌ⁄
W * N N,SING,COM,GEN ÅÌﬂ—
W * N N,SING,COM,GEN —ÌÌ” Ã„ÂÊ—Ì
W * ADJ ADJ,SIM,GEN ›ﬁÌœ
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ﬂ—œÂ
W * CON CON Ê
W * ADJ ADJ,INO ‰Ê‘ Â
W * V V,PRE,SIM «” 
W * DELM DELM :
W * P P,GEN »—«Ì
W * QUA QUA,GEN «€·»
W * N N,PL,COM,INDF ﬂ”«‰Ì
W * CON CON ﬂÂ
W * N N,SING,COM Œ«—Ã
W * P P «“
W * N N,SING,LOC,PR Œ«Ê—„Ì«‰Â
W * N N,SING,COM “‰œêÌ
W * V V,PRS,POS,6 „Ì ﬂ‰‰œ
W * DELM DELM °
W * N N,SING,COM,GEN Õ÷Ê—
W * N N,SING,PR »‘«—
W * P P œ—
W * N N,SING,COM,GEN  ‘ÌÌ⁄
W * N N,SING,COM,GEN ÅÌﬂ—
W * N N,SING,COM,GEN Åœ—
W * ADJ ADJ,SIM,GEN ›ﬁÌœ
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM °
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM,GEN Õ÷Ê—
W * ADJ ADJ,SIM,GEN —”„Ì
W * PRO PRO,personal,SING,3 «Ê
W * P P œ—
W * N N,PL,COM «‰Ÿ«—
W * DELM DELM °
W * ADJ ADJ,SIM ﬁ·„œ«œ
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM .
W * CON CON «„«
W * P P,GEN »—«Ì
W * N N,SING,GR,GEN „· 
W * N N,SING,LOC,PR ”Ê—ÌÂ
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,COM ç‘„ Å“‘ﬂ
W * DELM DELM °
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,COM »«—
W * P P œ—
W * N N,SING,SES,GEN Å«∆Ì“
W * ADJ ADJ,SIM ê–‘ Â
W * DELM DELM °
W * P P œ—
W * N N,SING,COM,GEN „ﬁ«„
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM —ÌÌ” Ã„ÂÊ—Ì
W * P P œ—
W * N N,SING,COM «Ã „«⁄
W * N N,SING,COM Ÿ«Â—
W * V V,PA,SIM,POS,3 ‘œ
W * CON CON Ê
W * PRO PRO,DEMO,SING ¬‰
W * DELM DELM °
W * N N,SING,COM,INDF “„«‰Ì
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * PRO PRO,personal,SING,3 ÊÌ
W * P P «“
W * N N,SING,LOC,GEN ‘Â—
