Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * N N,SING,COM,GEN Ê“«— 
W * ADJ ADJ,SIM Œ«—ÃÂ
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY çÂ«—‘‰»Â
W * N N,SING,COM «⁄·«„
W * V V,PA,SIM,POS,3 ﬂ—œ
W * P P »Â
W * N N,SING,COM,GEN œ·Ì·
W * N N,PL,COM «‘ €«·« 
W * CON CON Ê
W * N N,PL,COM,GEN ”›—Â«Ì
W * ADJ ADJ,SIM,GEN Œ«—ÃÌ
W * N N,SING,SURN œﬂ —
W * N N,SING,PR Œ—«“Ì
W * N N,SING,COM,GEN Ê“Ì—
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM Œ«—ÃÂ
W * DELM DELM °
W * N N,SING,COM,GEN ”›—
W * N N,SING,PR —«»Ì‰
W * N N,SING,PR ﬂÊﬂ
W * N N,SING,COM,GEN Â„ «Ì
W * ADJ ADJ,SIM,GEN «‰ê·Ì”Ì
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »Â
W * N N,SING,LOC,PR  Â—«‰
W * P P »Â
W * N N,SING,COM  ⁄ÊÌﬁ
W * ADJ ADJ,INO «› «œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,PR Õ„Ìœ—÷«
W * N N,SING,PR ¬’›Ì
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * N N,SING,COM,GEN Ê“«— 
W * ADJ ADJ,SIM Œ«—ÃÂ
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM Â„—«Â
W * N N,SING,SURN œﬂ —
W * N N,SING,PR Œ—«“Ì
W * P P œ—
W * N N,SING,LOC,PR ﬂÊ«·«·«„ÅÊ—
W * P P »Â
W * N N,SING,COM ”—
W * V V,PRS,POS,3 „Ì »—œ
W * P P »Â
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM «”·«„Ì
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM °
W * QUA QUA Â—
W * N N,SING,NUM œÊ
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON Ê
W * N N,SING,LOC,PR «‰ê·Ì”
W * ADJ ADJ,SIM ⁄·«ﬁ„‰œ
W * P P »Â
W * N N,SING,COM,GEN «‰Ã«„
W * N N,SING,COM,GEN ”›—
W * N N,SING,PR —«»Ì‰
W * N N,SING,PR ﬂÊﬂ
W * P P »Â
W * N N,SING,LOC,PR  Â—«‰
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN  «—ÌŒ
W * ADJ ADJ,SIM,INDF „‰«”»Ì
W * DET DET «Ì‰
W * N N,SING,COM ”›—
W * N N,SING,COM ’Ê— 
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
W * V V,PA,SIM,POS,3 ê—› 
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM :
W * N N,PL,COM,GEN „ﬁ«„Â«Ì
W * N N,SING,COM,GEN „”∆Ê·
W * P P œ—
W * N N,SING,LOC,PR  Â—«‰
W * CON CON Ê
W * N N,SING,LOC,PR ·‰œ‰
W * P P œ—
W * N N,SING,COM  „«”
W * V V,AUX,FEA,POS,6 ŒÊ«Â‰œ
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON  «
W * N N,SING,COM,GEN “„«‰
W * ADJ ADJ,SIM,GEN œﬁÌﬁ
W * N N,SING,COM,GEN ”›—
W * N N,SING,PR ﬂÊﬂ
W * P P »Â
W * N N,SING,LOC,PR  Â—«‰
W * RA RA —«
W * ADJ ADJ,SIM „‘Œ’
W * V V,SUB,POS,6 ﬂ‰‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ”Œ‰êÊÌ
W * N N,SING,COM,GEN Ê“«— 
W * N N,PL,COM,GEN «„Ê—
W * ADJ ADJ,SIM,GEN Œ«—ÃÂ
W * N N,SING,LOC,PR «‰ê·Ì”
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY Ã„⁄Â
W * N N,SING,ORD,GEN ”Ê„
W * N N,SING,MON  Ì—„«Â
W * P P œ—
W * N N,SING,COM ê›  ÊêÊ
W * P P »«
W * N N,SING,COM,GEN Œ»—ê“«—Ì
W * N N,SING,COM,GEN Ã„ÂÊ—Ì
W * ADJ ADJ,SIM «”·«„Ì
W * P P œ—
W * N N,SING,LOC,PR ·‰œ‰
W * N N,SING,COM «⁄·«„
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM :
W * N N,SING,COM,GEN œÌœ«—
W * N N,SING,PR —«»Ì‰
W * N N,SING,PR ﬂÊﬂ
W * N N,SING,COM,GEN Ê“Ì—
W * ADJ ADJ,SIM,GEN Œ«—ÃÂ
W * N N,SING,LOC,PR «‰ê·Ì”
W * N N,SING,COM,GEN ÿ»ﬁ
W * N N,SING,COM,GEN »—‰«„Â
W * P P «“
W * N N,SING,COM ÅÌ‘
W * N N,SING,COM  ⁄ÌÌ‰
W * MORP MORP,MADJ ‘œÂ
W * P P œ—
W * N N,SING,ORD,GEN çÂ«—„
W * N N,SING,MON ÃÊ·«Ì
W * DELM DELM °
W * N N,SING,ORD,GEN œÊ„
W * N N,SING,MON  Ì—
W * N N,SING,TIME „«Â
W * N N,SING,COM «‰Ã«„
W * V V,AUX,FEA,POS,3 ŒÊ«Âœ
