Sub * SUBJ SUBJ !”Ì«”Ì!
W * DELM DELM #
W * N N,SING,COM,INDF ‰«„Â «Ì
W * P P »Â
W * N N,SING,COM,GEN ‘«⁄—
W * ADJ ADJ,SIM ‘Ê—ÌœÂ
W * DELM DELM #
W * CON CON ç‰«‰ ﬂÂ
W * V V,PA,NAR,POS,2 ê› Â «Ì
W * N N,SING,COM ”·ÿ‰ 
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ’Ê— 
W * V V,PRS,NEG,3 ‰Ì” 
W * DELM DELM °
W * CON CON »·ﬂÂ
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * N N,SING,COM,INDF ”Ì— Ì
W * ADJ ADJ,SIM „«‰œê«—
W * CON CON Â„
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * DELM DELM .
W * N N,SING,COM,GEN ’Ê— 
W * N N,SING,COM ”·ÿ‰ 
W * DELM DELM °
W * N N,SING,COM,GEN ‰Ÿ«„
W * N N,SING,COM Å«œ‘«ÂÌ
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN Ì„‰
W * N N,SING,COM,GEN «‰ﬁ·«»
W * ADJ ADJ,SIM «”·«„Ì
W * DET DET ¬‰
W * N N,SING,COM ’Ê— 
W * ADJ ADJ,SIM „‰Âœ„
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * CON CON «„«
W * N N,SING,COM,GEN ”Ì— 
W * N N,SING,COM ”·ÿ‰ 
W * P P œ—
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM ﬂ·„Â
W * N N,SING,COM «” »œ«œ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM ”Ì— 
W * N N,PL,COM,GEN ÊÌéêÌÂ«Ì
W * ADJ ADJ,SIM,INDF „ ‰Ê⁄Ì
W * V V,PRS,POS,3 „Ì  Ê«‰œ
W * ADJ ADJ,INO œ«‘ Â
W * V V,SUB,POS,3 »«‘œ
W * CON CON ﬂÂ
W * QUA QUA »—ŒÌ
W * P P «“
W * PRO PRO,DEMO,SING ¬‰
W * N N,PL,COM ÊÌéêÌÂ«
W * P P »Â
W * N N,SING,COM,GEN ﬁ—«—
W * ADJ ADJ,SIM –Ì·
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,NUM 1
W * DELM DELM ‹
W * N N,SING,COM ÕﬂÊ„ 
W * CON CON Ê
W * N N,SING,COM Õ«ﬂ„
W * DELM DELM °
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * ADJ ADJ,SIM,GEN „”«ÊÌ
W * N N,SING,COM,GEN Õﬁ
W * ADJ ADJ,SIM „ÿ·ﬁ
W * V V,PRS,POS,3 „Ì œ«‰œ
W * DELM DELM .
W * N N,SING,NUM 2
W * DELM DELM ‹
W * N N,SING,GR „—œ„
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,SIM  √ÌÌœﬂ‰‰œÂ
W * CON CON Ê
W * N N,SING,COM,GEN  “ÌÌ‰
W * N N,SING,COM,GEN ‰„«Ì‰œÂÒ
W * N N,SING,COM ÕﬂÊ„ 
W * N N,SING,COM «⁄ »«—
W * V V,PRS,POS,6 œ«—‰œ
W * DELM DELM .
W * N N,SING,NUM 3
W * DELM DELM ‹
W * N N,SING,COM ÕﬂÊ„ 
W * P P »Â
W * N N,SING,GR „—œ„
W * N N,SING,COM ﬁÌÊ„Ì 
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM °
W * N N,SING,COM,GEN ﬁÌ„
W * N N,SING,GR „—œ„
W * V V,PRE,SIM «” 
W * CON CON Ê
W * P P »Â
W * N N,SING,COM,GEN ’œ«Ì
W * N N,SING,GR „—œ„
W * N N,SING,COM êÊ‘
W * V V,PRS,NEG,3 ‰„Ì ﬂ‰œ
W * DELM DELM .
W * N N,SING,NUM 4
W * DELM DELM ‹
W * N N,SING,COM ¬“«œÌ
W * CON CON Êﬁ Ì
W * N N,SING,COM «⁄ »«—
W * CON CON Ê
W * N N,SING,COM «Â„Ì 
W * V V,PRS,POS,3 œ«—œ
W * CON CON ﬂÂ
W * P P œ—
W * N N,SING,COM,GEN ÃÂ 
W * N N,SING,COM „Ê«›ﬁ 
W * P P »«
W * N N,SING,COM ÕﬂÊ„ 
W * P P »Â
W * N N,SING,COM ﬂ«—
W * V V,SUB,POS,3 ¬Ìœ
W * DELM DELM .
W * N N,SING,NUM 5
W * DELM DELM ‹
W * N N,SING,COM ÕﬂÊ„ 
W * DELM DELM °
W * QUA QUA ÂÌç
W * SPEC SPEC êÊ‰Â
W * N N,SING,COM,INDF ‰Ÿ«— Ì
W * RA RA —«
W * P P »—
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,NEG,3 ‰„Ì Å–Ì—œ
W * DELM DELM .
W * N N,SING,COM,GEN Ã—Ì«‰
W * N N,PL,COM «’·«Õ« 
W * P P œ—
W * N N,SING,LOC,GEN ﬂ‘Ê—
W * PRO PRO,personal,PL,1 „«
W * DELM DELM °
W * ADV ADV,GENR,SIM ÕﬁÌﬁ «
W * N N,SING,COM,INDF Ã—Ì«‰Ì
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM,GEN ”Ì— 
W * N N,SING,COM ”·ÿ‰ 
W * N N,SING,COM „»«—“Â
W * V V,PRS,POS,3 „Ì ﬂ‰œ
W * DELM DELM .
W * N N,PL,COM,INDF «—“‘Â«ÌÌ
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,COM —‘œ
W * CON CON Ê
W * N N,SING,COM,GEN «— ﬁ«¡
W * N N,SING,COM,GEN Õ—ﬂ 
W * N N,PL,COM «’·«Õ« 
W * ADJ ADJ,SIM „ÿ—Õ
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM °
W * N N,PL,COM «›ﬂ«—
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * RA RA —«
W * N N,SING,COM ‘ﬂ·
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM °
W * ADV ADV,GENR,EXM,GEN „À·
W * N N,SING,COM,GEN ‰Â«œ
W * N N,PL,COM „ÿ»Ê⁄« 
W * DELM DELM °
W * N N,SING,COM,GEN ›⁄«·Ì 
W * N N,PL,GR «Õ“«»
W * DELM DELM °
W * N N,SING,COM,GEN  Õﬁﬁ
W * N N,SING,NUM Ìﬂ
W * N N,SING,COM,GEN „Ã·”
W * ADJ ADJ,SIM „ ﬂÌ
W * P P »—
W * N N,PL,COM,GEN ¬—«Ì
W * ADJ ADJ,SIM,GEN ê” —œÂ
W * N N,SING,GR „—œ„
W * DELM DELM °
W * PRO PRO,INDF,SING Â„êÌ
W * N N,PL,COM,INDF œ” «Ê—œÂ«ÌÌ
W * V V,PRS,POS,6 Â” ‰œ
W * CON CON ﬂÂ
W * CON CON,GEN »—€„
W * QUA QUA »—ŒÌ
W * N N,SING,COM ·Ì 
W * CON CON Ê
W * N N,PL,COM ·⁄·Â«
W * P P œ—
W * N N,SING,COM,GEN Âœ«Ì 
W * N N,PL,COM,GEN «›ﬂ«—
W * ADJ ADJ,SIM ⁄„Ê„Ì
W * N N,SING,COM,GEN ‰ﬁ‘
W * N N,SING,COM œ—ÃÂ
W * ADJ ADJ,ORD «Ê·
W * V V,PA,NAR,POS,6 œ«‘ Â «‰œ
W * DELM DELM .
W * N N,SING,COM,INDF ÕﬂÊ„ Ì
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ’œ«Ì
W * N N,SING,GR „—œ„
W * RA RA —«
W * V V,SUB,POS,3 »‘‰Êœ
W * DELM DELM °
W * P P «“
W * N N,SING,COM,GEN ”Ì— 
W * N N,SING,COM ”·ÿ‰ 
W * N N,SING,COM ›«’·Â
W * V V,PRS,POS,3 „Ì êÌ—œ
W * DELM DELM °
W * N N,SING,COM Â‰—„‰œ
W * CON CON Â„
W * DET DET Â„Ì‰
W * N N,SING,COM êÊ‰Â
W * V V,PRE,SIM «” 
W * DELM DELM .
W * CON CON «“«Ì‰ —Ê
W * P P «“
W * N N,SING,PR ÌÊ”›⁄·Ì
W * N N,SING,PR „Ì—‘ﬂ«ﬂ
W * N N,SING,COM «‰ Ÿ«—
W * V V,PRS,POS,3 „Ì —Êœ
W * CON CON ﬂÂ
W * P P »Â
W * N N,PL,COM,GEN «›ﬁÂ«Ì
W * ADJ ADJ,SIM œÊ—œ” 
W * V V,SUB,POS,3 »‰ê—œ
W * DELM DELM °
W * CON CON Â„ç‰«‰ ﬂÂ
W * N N,SING,COM «‘«—Â
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * N N,SING,COM Êﬁ 
W * CON CON Ê
W * N N,SING,COM,GEN ⁄„—
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P »—
W * N N,SING,COM,GEN ”—
W * N N,SING,COM ÿ—œ
W * CON CON Ê
W * N N,SING,COM,GEN ‰›Ì
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON Ê
