Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì—«‰
W * CON CON ﬂÂ
W * P P «“
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY œÊ‘‰»Â
W * N N,PL,COM,GEN  „—Ì‰« 
W * N N,SING,COM,GEN ¬„«œÂ ”«“Ì
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,COM Õ÷Ê—
W * P P œ—
W * N N,PL,COM,GEN ÅÌﬂ«—Â«Ì
W * ADJ ADJ,SIM,GEN çÂ«—Ã«‰»Â
W * N N,SING,LOC,PR  Â—«‰
W * N N,SING,ORD ¬€«“
W * ADJ ADJ,INO ﬂ—œÂ
W * DELM DELM °
W * N N,SING,TIME,GEN ’»Õ
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ”Â ‘‰»Â
W * CON CON ‰Ì“
W * DET DET «Ì‰
W * N N,PL,COM  „—Ì‰« 
W * RA RA —«
W * P P »«
W * N N,SING,COM,GEN Õ÷Ê—
W * QUA QUA,GEN Â„Â
W * N N,PL,COM œ⁄Ê  ‘œê«‰
W * N N,SING,COM «œ«„Â
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM .
W * P P œ—
W * N N,PL,COM,GEN  „—Ì‰« 
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,DAY ”Â ‘‰»Â
W * N N,SING,PR,GEN „Õ„œ
W * N N,SING,PR »—“ê—
W * N N,SING,COM,GEN »«“Ìﬂ‰
W * ADJ ADJ,SIM,GEN ÃœÌœ
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM „·Ì
W * CON CON Ê
W * N N,SING,PR,GEN Œœ«œ«œ
W * N N,SING,PR ⁄“Ì“Ì
W * CON CON ‰Ì“
W * N N,SING,COM Õ÷Ê—
W * V V,PA,SIM,POS,6 œ«‘ ‰œ
W * DELM DELM .
W * N N,SING,TIME Å”
W * P P «“
W * N N,SING,ORD,GEN Å«Ì«‰
W * N N,PL,COM  „—Ì‰« 
W * DELM DELM °
W * N N,SING,PR,GEN Õ”Ì‰
W * N N,SING,PR ›—ﬂÌ
W * N N,SING,COM,GEN „—»Ì
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì—«‰
W * P P,GEN œ—»«—ÂÒ
W * N N,SING,COM,GEN Ê÷⁄Ì 
W * ADJ ADJ,SIM,GEN ﬂ‰Ê‰Ì
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì—«‰
W * N N,SING,COM ÅÌ‘
W * P P «“
W * N N,SING,COM —ÊÌ«—ÊÌÌ
W * P P »«
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR „’—
W * P P »Â
W * N N,PL,COM,GEN Å—”‘Â«Ì
W * N N,PL,COM Œ»—‰ê«—«‰
W * N N,SING,COM Å«”Œ
W * V V,PA,SIM,POS,3 œ«œ
W * DELM DELM :
W * N N,SING,COM,GEN ⁄· 
W * N N,SING,COM ‘—ﬂ 
W * N N,SING,NFL,GEN ‰ﬂ—œ‰
W * N N,SING,PR,GEN „ÂœÌ
W * N N,SING,PR „ÂœÊÌ ﬂÌ«
W * P P œ—
W * N N,PL,COM,GEN  „—Ì‰« 
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM „·Ì
W * V V,PRE,PROC,3 çÌ” 
W * DELM DELM ø
W * DELM DELM -
W * PRO PRO,personal,SING,3 ÊÌ
W * P P œ—
W * N N,SING,COM,GEN Ã—Ì«‰
W * N N,PL,COM,GEN œÌœ«—Â«Ì
W * ADJ ADJ,SIM,GEN  œ«—ﬂ« Ì
W * N N,SING,COM,GEN »«‘ê«Â
W * N N,SING,LOC,PR Â«„»Ê—ê
W * P P œ—
W * N N,SING,LOC,PR ¬„—Ìﬂ«
W * ADJ ADJ,SIM,GEN œç«—
W * N N,SING,COM,GEN „’œÊ„Ì 
W * ADJ ADJ,INO ‘œÂ
W * CON CON Ê
W * P P »Â
W * DET DET Â„Ì‰
W * N N,SING,COM œ·Ì·
W * V V,PRS,NEG,3 ‰„Ì  Ê«‰œ
