Sub * SUBJ SUBJ !Ê—“‘Ì!
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,COM,GEN ›Ê »«·
W * N N,SING,LOC,PR «Ì «·Ì«
W * DELM DELM °
W * N N,SING,TIME çÂ«—‘‰»Â ‘»
W * P P œ—
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,COM,GEN »«“Ì
W * PRO PRO,R,XOD ŒÊœ
W * N N,SING,COM,GEN »—«»—
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR »·éÌﬂ
W * N N,SING,NUM,INDF ÌﬂÌ
W * P P «“
W * N N,SING,NUM œÊ
W * N N,SING,COM,GEN „Ì“»«‰
W * DET DET «Ì‰
W * N N,SING,COM œÊ—Â
W * P P «“
W * N N,PL,COM „”«»ﬁ« 
W * N N,SING,COM ﬁ—«—
W * V V,PA,SIM,POS,3 ê—› 
W * CON CON Ê
W * V V,PA,SIM,POS,3  Ê«‰” 
W * P P »«
W * N N,SING,NUM œÊ
W * N N,SING,COM ê·
W * N N,SING,COM,GEN Õ—Ì›
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * ADJ ADJ,SIM „€·Ê»
W * V V,SUB,POS,3 ﬂ‰œ
W * CON CON Ê
W * N N,SING,COM,GEN ’«Õ»
W * N N,SING,NUM 6
W * N N,SING,COM «„ Ì«“
W * P P «“
W * N N,SING,NUM œÊ
W * N N,SING,COM »«“Ì
W * V V,SUB,POS,3 ‘Êœ
W * DELM DELM .
W * N N,SING,COM,GEN Ê—“‘ê«Â
W * N N,SING,PR,GEN »ÊœÊ∆‰
W * N N,SING,LOC,PR »—Êﬂ”·
W * ADJ ADJ,SIM,GEN ‘«Âœ
W * N N,SING,COM,GEN „»«—“ÂÒ
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „·Ì
W * N N,SING,LOC,PR »·éÌﬂ
W * P P »«
W * N N,SING,GR,GEN  Ì„
W * ADJ ADJ,SIM,GEN „œ⁄Ì
W * N N,SING,COM,GEN ﬁÂ—„«‰Ì
W * N N,SING,LOC,PR «Ì «·Ì«
W * V V,PA,SIM,POS,3 »Êœ
W * DELM DELM .
W * P P œ—
W * N N,SING,COM,GEN „—Õ·ÂÒ
W * ADJ ADJ,ORD «Ê·
W * N N,PL,COM »·éÌﬂÌÂ«
W * P P »—
W * N N,SING,COM,GEN œ—Ê«“Â
W * N N,SING,LOC,PR «Ì «·Ì«
W * N N,SING,COM ÂÃÊ„
W * V V,PA,SIM,POS,6 »—œ‰œ
W * DELM DELM °
W * CON CON «„«
W * N N,SING,GR,GEN  Ì„
W * N N,SING,LOC,PR «Ì «·Ì«
W * CON CON ﬂÂ
W * P P »Â
W * N N,SING,COM,GEN ê› Â
W * N N,SING,COM,GEN „—»Ì
W * PRO PRO,R,XOD ŒÊœ
W * DELM DELM °
W * ADV ADV,GENR,TIME «Ì‰ﬂ
W * P P »Â
W * N N,SING,COM,GEN „”Ì—
W * ADJ ADJ,SIM œ—” 
W * N N,SING,COM ﬁœ„
W * ADJ ADJ,INO ê–«‘ Â
W * CON CON Ê
W * PRO PRO,R,XOD ŒÊœ
W * RA RA —«
W * ADV ADV,GENR,REPT »«“
W * ADJ ADJ,INO Ì«› Â
W * V V,PRE,SIM «” 
W * DELM DELM °
W * ADV ADV,deg,SIM »”Ì«—
W * ADJ ADJ,SIM “Êœ
W * P P »—
W * N N,SING,COM »«“Ì
W * CON CON Ê
W * N N,SING,LOC “„Ì‰
W * N N,SING,COM  ”·ÿ
W * ADJ ADJ,SIM ÅÌœ«
W * V V,PA,SIM,POS,6 ﬂ—œ‰œ
W * CON CON Ê
W * ADV ADV,GENR,SIM Â‰Ê“
W * ADJ ADJ,SIM »Ì‘
W * P P «“
W * N N,SING,NUM ‘‘
W * N N,SING,TIME œﬁÌﬁÂ
W * P P «“
W * N N,SING,COM,GEN “„«‰
W * DET DET «Ì‰
W * N N,SING,COM œÌœ«—
W * ADJ ADJ,INO,NEG ‰ê–‘ Â
W * V V,PA,SIM,POS,3 »Êœ
W * CON CON ﬂÂ
W * N N,SING,PR ›—«‰ç”ﬂÊ
W * N N,SING,PR  Ê Ì
W * P P »«
W * N N,SING,COM,GEN ÷—»Â
W * N N,SING,COM ”—
