Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,COM,GEN —∆Ì” Ã„ÂÊ—Ì
W * ADJ ADJ,SIM,GEN «”·«„Ì
W * N N,SING,LOC,PR «Ì—«‰
W * P P œ—
W * ADJ ADJ,ORD œÊ„Ì‰
W * N N,SING,TIME,GEN —Ê“
W * N N,SING,COM,GEN ”›—
W * PRO PRO,R,XOD ŒÊœ
W * P P »Â
W * N N,SING,LOC,GEN «” «‰
W * N N,SING,LOC,PR Œ—«”«‰
W * P P «“
W * N N,SING,NUM ”Â
W * N N,SING,LOC,GEN ‘Â—
W * ADJ ADJ,SIM,GEN ‘„«·Ì
W * DET DET «Ì‰
W * N N,SING,COM,GEN œÌ«—
W * ADJ ADJ,SIM ÅÂ‰«Ê—
W * N N,SING,COM »«“œÌœ
W * CON CON Ê
W * P P œ—
W * N N,SING,COM,GEN Ã„⁄
W * ADJ ADJ,SIM Å—‘Ê—
W * DELM DELM °
W * ADJ ADJ,SIM ’„Ì„Ì
W * CON CON Ê
W * ADJ ADJ,SIM,GEN ÂÌÃ«‰ «‰êÌ“
W * N N,PL,COM,GEN ﬁ‘—Â«Ì
W * ADJ ADJ,SIM,GEN „Œ ·›
W * N N,SING,GR „—œ„
W * N N,SING,COM ”Œ‰
W * V V,PA,SIM,POS,3 ê› 
W * DELM DELM .
W * N N,SING,SURN,GEN ¬ﬁ«Ì
W * N N,SING,PR Œ« „Ì
W * P P œ—
W * N N,SING,COM,GEN Ê—“‘ê«Â
W * N N,SING,PR,GEN  Œ Ì
W * N N,SING,LOC,PR œ—ê“
W * P P »«
W * N N,SING,COM «‘«—Â
W * P P »Â
W * N N,SING,COM,GEN ÊÃÊœ
W * N N,PL,COM,GEN ¬À«—
W * N N,SING,NUM 7
W * MORP MORP,MADJ,GEN Â“«—”«·Â
W * N N,SING,COM ‘Â—‰‘Ì‰Ì
W * CON CON Ê
W * N N,SING,COM „œ‰Ì 
W * P P œ—
W * DET DET «Ì‰
W * N N,SING,COM,GEN ŒÿÂ
W * ADJ ADJ,SIM Å—ﬁœ„ 
W * DELM DELM °
W * DET DET «Ì‰
W * N N,SING,LOC ‘Â—” «‰
W * RA RA —«
W * N N,SING,LOC,GEN „‰ÿﬁÂ
W * N N,SING,COM ⁄·„
W * DELM DELM °
W * N N,SING,COM «œ»
W * DELM DELM °
W * N N,SING,COM œ«‰‘
W * CON CON Ê
W * N N,SING,COM Â‰—
W * V V,PA,SIM,POS,3 œ«‰” 
W * DELM DELM .
W * N N,SING,COM —∆Ì” Ã„ÂÊ—Ì
W * P P »«
W * N N,SING,COM,GEN »Ì«‰
W * DET DET «Ì‰
W * CON CON ﬂÂ
W * N N,SING,COM,GEN ‘«Œ’
W * ADV ADV,deg,SIM ’œœ—’œ
W * N N,SING,COM »«”Ê«œÌ
W * P P œ—
W * N N,SING,LOC „‰ÿﬁÂ
W * N N,SING,COM,GEN ‰‘«‰Â
W * N N,SING,COM,GEN ”ÿÕ
W * ADJ ADJ,SIM,GEN »«·«Ì
W * N N,SING,COM ›—Â‰ê
W * DELM DELM °
W * N N,SING,COM «œ»
W * CON CON Ê
W * N N,SING,COM,GEN œ«‰‘
W * N N,SING,GR „—œ„
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,GEN ÊÃÊœ
W * N N,PL,COM,GEN «” ⁄œ«œÂ«Ì
W * ADJ ADJ,SIM œ—Œ‘«‰
W * CON CON Ê
W * N N,PL,COM,GEN ÃÊ«‰«‰
W * N N,SING,PR,GEN »—Ê„‰œ
W * DET DET «Ì‰
W * N N,SING,COM ŒÿÂ
W * P P «“
W * N N,SING,LOC ﬂ‘Ê—
W * RA RA —«
W * P P,GEN »—«Ì
W * N N,SING,GR,GEN „—œ„
W * N N,SING,LOC,PR «Ì—«‰
W * ADJ ADJ,SIM «› Œ«—¬›—Ì‰
W * V V,PA,SIM,POS,3 ŒÊ«‰œ
W * DELM DELM .
W * PRO PRO,personal,SING,3 ÊÌ
W * P P »«
W * N N,SING,COM,GEN «»—«“
W * N N,SING,COM  «”›
W * P P «“
