Sub * SUBJ SUBJ !”Ì«”Ì!
W * N N,SING,LOC,PR „’—
W * P P »Â
W * N N,SING,COM,GEN ⁄‰Ê«‰
W * ADJ ADJ,ORD «Ê·Ì‰
W * N N,SING,LOC,INDF ﬂ‘Ê—Ì
W * CON CON ﬂÂ
W * P P »«
W * N N,SING,PR «”—«ÌÌ·
W * P P »Â
W * N N,SING,COM,GEN  Ê«›ﬁ
W * N N,SING,COM ’·Õ
W * ADJ ADJ,INO —”ÌœÂ
W * V V,PRE,SIM «” 
W * DELM DELM °
W * N N,SING,COM,GEN  „«Ì·
W * ADJ ADJ,SIM,INDF »”Ì«—Ì
W * P P »Â
W * N N,SING,COM,GEN «Ì›«Ì
W * N N,SING,COM,GEN ‰ﬁ‘
W * ADJ ADJ,SIM „Ì«‰ÃÌ
W * P P œ—
W * N N,SING,LOC,PR Œ«Ê—„Ì«‰Â
W * V V,PRS,POS,3 œ«—œ
W * DELM DELM .
W * P P œ—
W * DET DET Â„Ì‰
W * N N,SING,COM —«” «
W * DELM DELM °
W * N N,SING,COM —ÌÌ” Ã„ÂÊ—
W * N N,SING,PR Õ”‰Ì
W * N N,SING,PR „»«—ﬂ
W * P P »Â
W * N N,SING,LOC,PR Ê«‘‰ê ‰
W * N N,SING,COM ”›—
W * V V,PA,SIM,POS,3 ﬂ—œ
W * CON CON Ê
W * N N,SING,COM,GEN «Ã·«”
W * N N,SING,LOC,PR «—ÊÅ«
W * DELM DELM -
W * N N,SING,LOC,PR ¬›—Ìﬁ«
W * P P »Â
W * N N,SING,COM,GEN „Ì“»«‰Ì
W * N N,SING,LOC,PR „’—
W * P P œ—
W * N N,SING,LOC,PR ﬁ«Â—Â
W * ADJ ADJ,SIM »—ê“«—
W * V V,PA,SIM,POS,3 ‘œ
W * DELM DELM .
W * P P »«
W * N N,SING,COM,GEN ÊÃÊœ
W * DET DET «Ì‰
W * DELM DELM °
W * N N,PL,COM ‘Ê«Âœ
W * CON CON Ê
W * N N,PL,COM,GEN ﬁ—«∆‰
W * ADJ ADJ,SIM „ÊÃÊœ
W * ADV ADV,deg,SIM ç‰«‰
W * ADJ ADJ,SIM ÷œÊ‰ﬁÌ÷
W * V V,PRE,SIM «” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Õ Ì
W * ADJ ADJ,SUP ÅŒ Â  —Ì‰
W * N N,PL,COM,GEN  Õ·Ì·ê—«‰
W * N N,PL,COM,GEN «„Ê—
W * N N,SING,LOC,PR „’—
W * RA RA —«
W * CON CON ‰Ì“
W * ADJ ADJ,SIM ”—œ—ê„
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,COM,GEN Œ·«’Â
W * N N,SING,COM ﬂ·«„
W * PRO PRO,DEMO,SING «Ì‰
W * CON CON ﬂÂ
W * ADV ADV,I ¬Ì«
W * N N,SING,LOC,PR „’—
W * CON CON ‰Ì“
W * ADJ ADJ,SIM Â„ê«„
W * P P »«
W * N N,SING,COM ÃÂ«‰
W * P P »Â
W * N N,SING,COM,GEN ”ÊÌ
W * N N,SING,COM Ã«„⁄Â
W * CON CON Ê
W * ADJ ADJ,SIM «ﬁ ’«œÌ
W * ADJ ADJ,CMPR »«“ —
W * N N,SING,COM ÅÌ‘
W * V V,PRS,POS,3 „Ì —Êœ
W * CON CON Ê
W * CON CON Ì«
W * ADV ADV,GENR,TIME —Ê“»Â —Ê“
W * ADJ ADJ,CMPR »” Â  —
W * V V,PRS,POS,3 „Ì ‘Êœ
W * DELM DELM ø
W * N N,SING,COM,INDF »Œ‘Ì
W * P P «“
W * DET DET «Ì‰
W * N N,SING,COM „⁄„«
W * P P »Â
W * N N,PL,COM,GEN „”«Ì·
W * ADJ ADJ,SIM ”«Œ «—Ì
W * ADJ ADJ,SIM „— »ÿ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,SING,LOC,PR „’—
W * N N,SING,COM,GEN „œ⁄Ì
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * ADJ ADJ,SIM œ„Êﬂ—« Ìﬂ
W * V V,PRE,SIM «” 
W * CON CON Ê·Ì
W * P P «“
W * N N,SING,COM,GEN “„«‰
W * N N,SING,COM,GEN «‰ﬁ·«»
W * N N,SING,NUM 1952
W * ADV ADV,GENR,TIME  «ﬂ‰Ê‰
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,COM,GEN „Õ›·
W * ADJ ADJ,SIM,INDF ﬂÊçﬂÌ
W * P P «“
W * N N,PL,COM ‰Œ»ê«‰
W * P P »—
W * PRO PRO,DEMO,SING ¬‰
W * N N,SING,COM Õﬂ„
W * V V,PA,NAR,POS,6 —«‰œÂ «‰œ
W * DELM DELM .
W * N N,SING,COM,GEN ÕﬂÊ„ 
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * V V,PRE,ADJC,3 Ã„ÂÊ—Ì” 
W * DELM DELM °
W * CON CON Ê·Ì
W * N N,SING,COM «ﬁ œ«—
W * CON CON Ê
W * N N,PL,COM,GEN «Œ Ì«—« 
W * N N,SING,COM —ÌÌ” Ã„ÂÊ—
W * V V,PRE,ADVC,3 »Â ﬁœ—Ì” 
W * CON CON ﬂÂ
W * ADV ADV,GENR,SIM Õ Ì
W * N N,PL,COM ”·«ÿÌ‰
W * RA RA —«
W * CON CON ‰Ì“
W * P P »Â
W * N N,SING,COM —‘ﬂ
W * V V,PRS,POS,3 „Ì «‰œ«“œ
W * DELM DELM .
W * N N,SING,COM,GEN œÊ· 
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * N N,SING,COM,GEN „œ⁄Ì
W * N N,SING,COM Õ„«Ì 
W * P P «“
W * N N,PL,COM,GEN »«“«—Â«Ì
W * ADJ ADJ,SIM ¬“«œ
W * CON CON Ê
W * N N,SING,COM Å—ÂÌ“
W * P P «“
W * N N,PL,COM,GEN „”«Ì·
W * ADJ ADJ,SIM „–Â»Ì
W * P P œ—
W * N N,SING,COM,GEN «„—
W * N N,SING,COM ”Ì«” 
W * V V,PRE,SIM «” 
W * DELM DELM °
W * CON CON «„«
W * N N,SING,COM,GEN ﬁ«‰Ê‰
W * ADJ ADJ,SIM,GEN «”«”Ì
W * N N,SING,LOC,PR „’—
W * N N,SING,COM,INDF  ·›ÌﬁÌ
W * P P «“
W * N N,SING,COM ”Ê”Ì«·Ì”„
W * CON CON Ê
W * N N,PL,COM,GEN ﬁÊ«‰Ì‰
W * ADJ ADJ,SIM «”·«„Ì
W * V V,PRE,SIM «” 
W * DELM DELM .
W * N N,PL,COM,GEN „ﬁ«„« 
W * ADJ ADJ,SIM „’—Ì
W * P P »Â
W * N N,SING,COM,GEN Œ«ÿ—
W * N N,SING,COM,GEN Õ›Ÿ
W * N N,SING,COM,GEN À»« 
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * N N,SING,COM,INDF „‰ÿﬁÂ «Ì
W * ADJ ADJ,SIM Å—¬‘Ê»
W * P P »—
W * PRO PRO,R,XOD ŒÊœ
W * V V,PRS,POS,6 „Ì »«·‰œ
W * DELM DELM °
W * CON CON œ—Õ«·Ì ﬂÂ
W * DET DET «Ì‰
W * N N,SING,LOC ﬂ‘Ê—
W * P P œ—
W * N N,SING,COM,GEN ÿÊ·
W * N N,SING,NUM 16
W * N N,SING,TIME,GEN ”«·
W * ADJ ADJ,SIM ê–‘ Â
W * ADV ADV,GENR,SIM  ‰Â«
W * N N,SING,NUM Â‘ 
W * N N,SING,TIME,GEN ”«·
W * PRO PRO,INO,SING,3 ¬‰—«
W * P P,GEN »œÊ‰
W * N N,SING,COM,GEN «⁄·«„
W * N N,SING,COM,GEN Ê÷⁄Ì 
W * ADJ ADJ,SIM «÷ÿ—«—Ì
W * N N,SING,COM ”Å—Ì
W * ADJ ADJ,INO ﬂ—œÂ
W * V V,PRE,SIM «” 
W * DELM DELM .
W * DET DET «Ì‰
W * N N,SING,COM „⁄„«
W * ADV ADV,GENR,TIME «ŒÌ—«"
W * ADJ ADJ,CMPR ÅÌçÌœÂ  —
W * CON CON ‰Ì“
W * P P »Â
